question;a1;a2;a3;a4;ra;image;topic;marked
6) Mit welcher Temperatur ist trockene Luft vom Boden aufgestiegen, wenn sie in 1500m Höhe minus 4°C hat?;A) 6 °C;B) 4 °C;C) 11 °C;D) -8 °C;3;0;Thermik, Schichtung, Adiabatik 2;
7) Wie groß ist der vertikale Temperaturgradient bei Isothermie? Er beträgt;A) 0,65 °C / 100 m.;B) 0 °C / 100 m;C) 3 °C / 1.000 ft;D) 1 °C / 100 m;2;0;Thermik, Schichtung, Adiabatik 2;
8) Was versteht man unter dem Begriff Isothermie?;A) Die gleichbleibende Temperatur für eine bestimmte Zeitspanne;B) Die über eine bestimmte Höhendifferenz gleichbleibende Temperatur;C) Die gleichbleibende Temperaturänderung -0,65 °C / 100 m;D) Keine Temperaturänderung an einem bestimmten Ort zwischen Tag und Nacht;2;0;Thermik, Schichtung, Adiabatik 2;
9) Innerhalb einer Inversion ändert sich die Temperatur mit zunehmender Höhe wie folgt: Die Temperatur;A) nimmt ab;B) bleibt gleich;C) verhält sich indifferent;D) nimmt zu;4;0;Thermik, Schichtung, Adiabatik 2;
10) Im Bereich einer Inversion ist die Schichtung;A) labil;B) feuchtlabil;C) indifferent;D) stabil;4;0;Thermik, Schichtung, Adiabatik 2;
11) Eine Bodeninversion entsteht dadurch, dass;A) in der Höhe kältere Luft herangeführt wird;B) der Erdboden - und damit auch die aufliegende Luftschicht - sich durch Ausstrahlung abkühlen;C) der Erdboden nachts Wärmestrahlung abgibt, die die darüberliegende Luftschicht erwärmt;D) ausschließlich absinkende und sich erwärmende Luft den Erdboden noch nicht ganz erreicht hat;2;0;Thermik, Schichtung, Adiabatik 2;
12) Wie sind bei einem Flug am Tage etwa 1.000 ft GND über einer kräftigen bodennahen Inversion die Vertikal-und Schrägsicht sowie die Flugsicht zu beurteilen?;A) Flugsicht gut, Schrägsicht gut, Vertikalsicht gut;B) Vertikalsicht mäßig, Flugsicht schlecht, Schrägsicht gut;C) Schrägsicht mäßig, Vertikalsicht mäßig, Flugsicht mäßig;D) Flugsicht gut, Vertikalsicht mäßig, Schrägsicht schlecht;4;0;Thermik, Schichtung, Adiabatik 2;
13) Wo befindet sich im Bereich einer bodennahen Inversion die höchste Luftfeuchte und damit die schlechteste Sicht?;A) Nur an der Inversionsgrenze;B) Am Boden;C) Oberhalb der Inversion;D) Unterhalb der Inversion;4;0;Thermik, Schichtung, Adiabatik 2;
14) Was wird mit Inversion bezeichnet? Eine Schicht, in der die;A) Temperatur mit der Höhe gleich bleibt;B) Feuchte mit der Höhe zunimmt;C) Temperatur mit der Höhe zunimmt;D) Temperatur mit der Höhe abnimmt, aber mit weniger als 1 °C / 100 m;3;0;Thermik, Schichtung, Adiabatik 2;
15) Wie nennt man die Böigkeit, die durch die Erwärmung der Erdoberfläche hervorgerufen wird?;A) Dynamische Turbulenz;B) Reibungsturbulenz;C) Scherungsturbulenz;D) Thermische Turbulenz;4;0;Thermik, Schichtung, Adiabatik 2;
16) Was versteht man unter Blauthermik?;A) Thermik ohne Cumulus-Bildung;B) Thermik mit nur 3/8 Cu-Bedeckungsgrad;C) Starke Böigkeit zwischen zwei Cumulonimben;D) Turbulenz im wolkenfreien Raum, meist in der Nachbarschaft eines Jetstreams;1;0;Thermik, Schichtung, Adiabatik 2;
"17) Was versteht man unter dem Begriff ""Auslösetemperatur” für Cumulus? Darunter versteht man die Temperatur";A) am Erdboden, bei der die Bodeninversion durchstoßen wird;B) am Erdboden, bei der die Blauthermik beginnt;C) am Boden, bei der es zum Auftreten von Gewittern kommt;D) in Bodennähe, bei der es zur Bildung von Thermik in Verbindung mit Quellwolken kommt;4;0;Thermik, Schichtung, Adiabatik 2;
1) Welche beiden Hauptluftmassen sind am europäischen Wettergeschehen am häufigsten beteiligt?;A) Arktische Polarluft, Polarluft;B) Arktische Polarluft, Tropikluft;C) Maritime Polarluft, Tropikluft;D) Tropikluft, afrikanische Tropikluft;3;0;Luftmassen, Labilität, Stabilität;
2) Welche der aufgeführten Luftmassen weisen im allgemeinen die geringste Luftfeuchtigkeit und meist sehr gute Sichtweiten auf?;A) Maritime Polarluft;B) Maritime Tropikluft;C) Kontinentale Tropikluft;D) Kontinentale Polarluft;4;0;Luftmassen, Labilität, Stabilität;
3) Wodurch kann eine stabile Luftmasse labil werden? Durch;A) Abkühlung oben und Erwärmung unten;B) Abkühlung unten und Abkühlung oben;C) Erwärmung unten und Erwärmung oben;D) Erwärmung oben und Abkühlung unten;1;0;Luftmassen, Labilität, Stabilität;
4) Eine Luftmasse wird stabilisiert durch;A) Erwärmung oben und Abkühlung unten;B) Abkühlung oben und Erwärmung unten;C) Erwärmung unten und Erwärmung oben;D) Abkühlung unten und Abkühlung oben;1;0;Luftmassen, Labilität, Stabilität;
5) Was vermindert die Stabilität einer Luftmasse?;A) Erwärmung vom Boden aus;B) Absinkende Luft;C) Abkühlung von unten;D) Verminderung des Wasserdampfes;1;0;Luftmassen, Labilität, Stabilität;
6) Mit welchen Bewölkungsverhältnissen und welchen Wettererscheinungen muss man im Sommer bei hoch reichend labil geschichteter Luftmasse rechnen?;A) Aufgelockerte Quellbewölkung ohne nennenswerte Niederschläge;B) Geschlossene Schicht- bzw. Schichthaufenbewölkung mit einzelnen leichten Regenfällen;C) Fast geschlossene Quellbewölkung mit eingelagerten Cb, häufige Schauer, einzelne Gewitter;D) Langanhaltende Regenfälle aus geschlossener, tiefliegender Schichtbewölkung;3;0;Luftmassen, Labilität, Stabilität;
7) In ihrem Erscheinungsbild sind labile Luftschichten zu erkennen an;A) Schichtbewölkung, Dunstschichten und feintropfigem Dauerregen;B) Quellbewölkung, geringe vertikale Luftbewegung, feintropfigem Regen;C) Quellbewölkung, starke vertikale Luftbewegung, großtropfigem Schauerniederschlag;D) Dunstschichten an Temperaturumkehrschichten;3;0;Luftmassen, Labilität, Stabilität;
8) In großer Höhe;A) ist die Sauerstoffmenge des Blutes verringert;B) tritt Höhenkrankheit nur bei kränkelnden Menschen auf;C) ist der Sauerstoffanteil in der Luft verringert;D) ist im Vergleich zum Boden die Luftdichte unverändert;1;0;Luftmassen, Labilität, Stabilität;
1) Abbildung 17: Flug- und Blickrichtung 360° auf den ersten Taleinschnitt nach dem vorgelagerten Flachland, Windrichtung in Bodennähe 180°. Der Pilot will in das vor ihm liegende Tal einfliegen. Er hat;A) mit starker Thermik zu rechnen;B) mit einer Windzunahme wegen des kanalisierenden Düseneffekts zu rechnen;C) mit Windabschwächung zu rechnen;D) mit laminarem Talwind zu rechnen;2;17;Wind, Hangaufwind, Luv und Lee;
2) Was bedeutet Wind aus 270 Grad?;A) Südwestwind;B) Ostwind;C) Wind aus Nord bis West;D) Westwind;4;0;Wind, Hangaufwind, Luv und Lee;
3) Wenn quer zu einem Höhenzug feuchte Luft mit starkem Wind strömt, ist in der Regel zu erwarten, dass;A) im Luv Staubewölkung und im Lee gute Sicht herrschen;B) im Luv und im Lee die Wolken bis in die Täler herunter aufliegen;C) die Wolkendecke über Kammlagen angehoben wird;D) im Luv die Wolkendecke aufgerissen ist und im Lee die Wolken bis ins Tal absinken;1;0;Wind, Hangaufwind, Luv und Lee;
4) Welche Ablenkung des Windes auf der Nordhalbkugel bewirkt die Erddrehung? Durch sie wird der Wind;A) nach rechts abgelenkt;B) nach links abgelenkt;C) nach oben abgelenkt;D) nach unten abgelenkt;1;0;Wind, Hangaufwind, Luv und Lee;
5) Zu welcher Tageszeit weht der Bergwind?;A) Vor Sonnenuntergang;B) Nach Sonnenaufgang;C) Nachts;D) Tagsüber;3;0;Wind, Hangaufwind, Luv und Lee;
6) Zu welcher Tageszeit weht der Talwind?;A) Tagsüber;B) Vor Sonnenaufgang;C) Nachts;D) Nach Sonnenuntergang;1;0;Wind, Hangaufwind, Luv und Lee;
7) Zu welcher Tageszeit weht der Seewind am stärksten?;A) Frühmorgens;B) Um Mitternacht;C) Abends;D) Am Nachmittag;4;0;Wind, Hangaufwind, Luv und Lee;
8) Zu welcher Tageszeit weht der Landwind am stärksten?;A) Abends;B) Tagsüber;C) Vormittags;D) Vor Sonnenaufgang;4;0;Wind, Hangaufwind, Luv und Lee;
9) Was bedeutet der Begriff ”Windscherung”?;A) Eine Änderung der Windrichtung oder Windgeschwindigkeit innerhalb eines Höhenintervalls;B) Eine plötzliche Richtungsänderung des Bodenwindes;C) Eine plötzliche Geschwindigkeitsänderung des Bodenwindes;"D) Die Turbulenz am Rande eines \""Bartes\""";1;0;Wind, Hangaufwind, Luv und Lee;
10) Was ist ein Dust Devil?;A) Ein böser Geist der in Wüstengebieten lebenden Indianerstämme Nordamerikas;B) durch Windimpuls in Rotation versetzte, kleinräumig aufwirbelnde Luftmassen, entstanden im Lee, kann Drachen, Schirme mit Piloten, etc. unkontrolliert in die Luft reißen, saugefährlich;C) durch Windimpuls in Rotation versetzte, kleinräumig aufwirbelnde Luftmassen, entstanden im Lee, harmlos, kann allenfalls Laub oder loses Gras vom Boden heben;D) So bezeichnen die englisch-sprachigen Gleitschirm- und Drachenflieger die nach stundenlangem Streckenflug ohne Flüssigkeitszufuhr staubtrockene Kehle;2;0;Wind, Hangaufwind, Luv und Lee;
1) Welche Verhältnisse sind Voraussetzung für die Bildung von Wärmegewitter?;A) Geringe Luftbewegung, lange klare Nacht, hohe Luftfeuchte;B) Starke Labilität, niedrige Luftfeuchte, lebhafter Wind, hohe und fast geschlossene Bewölkung;C) Hohe Luftfeuchte, hohe Temperatur, geringe Luftbewegung, Stabilität;D) Hohe Temperatur, hohe Luftfeuchte, geringer Wind, hohe Labilität;4;0;Gewitter;
2) Welche im Sommer zu uns gelangende Luftmasse ist häufig mit Gewitterneigung verbunden?;A) Nordseeluft;B) Kontinentalluft;C) Mittelmeer-Biskayaluft;D) Atlantikluft;3;0;Gewitter;
3) Aus welcher Richtung kommen die bei uns im Sommer auftretenden sehr warmen und feuchten Luftmassen? Sie kommen aus;A) Nordost;B) Südost;C) Süd bis Südwest;D) Ost;3;0;Gewitter;
4) Was ist im Segelflugwetterbericht unter dem Begriff ”Überentwicklung” zu verstehen?;A) Starke Vertikalentwicklung der Cumuluswolken zu Schauerwolken;B) Übergang von Blauthermik zu Wolkenthermik;C) Ausbreitung von Cumuluswolken an einer Absinkinversion;D) Entwicklung eines Tiefs zum Sturmtief;1;0;Gewitter;
5) Hagel entsteht;A) durch Zusammenwachsen von unterkühlten Wassertropfen mit Eiskristallen im Aufwind von Cumulonimbuswolken;B) wenn Schnee durch unterkühlte Wolken fällt und dabei Wolkentröpfen aufnimmt;C) wenn sich in Cirruswolken Eiskristalle mit unterkühlten Wolkentröpfchen verbinden;D) wenn großtropfiger Regen sich bei Temperaturen unter 0°C so weit abkühlt, dass sich beim Aufschlag auf den Boden Hagelkörner bilden;1;0;Gewitter;
6) Voraussetzung für jede Art von Gewitterbildung ist eine;A) feuchstabile Luftschichtung;B) hoch reichende, feuchtlabile Schichtung;C) starke vertikale Luftströmung;D) starke Sonneneinstrahlung bei stabiler Schichtung;2;0;Gewitter;
7) Welche verschiedenen Stadien durchläuft eine Gewitterwolke?;A) Cumulus-, Cumulonimbus-, Regenstadium;B) Cumulus-, Reife-, Auflösungsstadium;C) Anfangs-, Cumulus-, Auflösungsstadium;D) Anfangs-, Mittel-, Endstadium;2;0;Gewitter;
8) Welcher vertikale Temperaturverlauf ist für die Bildung von Gewittern die wesentliche Voraussetzung?;A) Geringe Temperaturabnahme mit der Höhe;B) Starke Temperaturabnahme mit der Höhe;C) Temperaturzunahme mit der Höhe;D) Vorhandensein einer Isothermie;2;0;Gewitter;
1) Abbildung 30: Die mit A und B markierten Bereiche;A) sollten von den Fliegern unbedingt gemieden werden, weil hier der Talwind ausgeprägte Leegebiete schafft.;B) sollten von den Fliegern gezielt angeflogen werden, weil an diesen Prallhängen der Talwind gute Aufwindbedingungen schafft.;C) befinden sich nicht im Einflussbereich des Talwindes, es sind weder Leeeffekte noch Aufwinde zu erwarten.;D) befinden sich im Einflussbereich des Talwindes, dieser wird jedoch durch den überregionalen Wind überlagert.;1;30;Alpines Wetter, Talwind;
2) Abbildung 30: Beim Passieren des mit C markierten Waldrückens in Richtung Tal;A) muss der Pilot darauf achten, nicht zu tief zu kommen, weil der Talwind hier ein Leegebiet geschaffen hat;B) kann der Pilot nach Überfliegen mit dynamischen Aufwind rechnen, weil der Talwind dort am Prallhang ?ansteht?;C) sollte der Pilot vorher einen Fluchtweg planen, falls ein sicherer Überflug geradeaus in Richtung Tal nicht möglich scheint.;D) Alle Antworten sind richtig;4;30;Alpines Wetter, Talwind;
3) Abbildung 30: Bei einer Außenlandung im Tal sollte der Pilot;A) Den mit D gekennzeichneten Bereich wählen, weil hier die laminarsten Windbedingungen zu erwarten sind.;B) den mit D gekennzeichneten Bereich wählen, weil durch die Talverengung mit deutlich schwächerem Talwind zu rechnen ist.;C) Den mit E gekennzeichneten Bereich wählen, weil hier nicht mit erhöhten Talwindgeschwindigkeiten zu rechnen ist.;D) Den mit E gekennzeichneten Bereich wählen, weil hier die schönsten Landewiesen vorhanden sind.;3;30;Alpines Wetter, Talwind;
4) Die bei Sonneneinstrahlung raschere Erwärmung der Gebirge gegenüber dem umgebenden Flachland führt dazu, dass sich über den Alpen;A) ein Kältehoch bildet;B) ein Kältetief bildet;C) ein Hitzetief bildet;D) ein Hitzehoch bildet;3;0;Alpines Wetter, Talwind;
5) Können sich in den Alpentälern, auch an Tagen mit schwacher Thermikentwicklung, starke Talwinde ausbilden?;A) Ja, Talwinde entstehen, weil Luftmassen aus dem Flachland in Richtung des tieferen Drucks (Hitzetief) in die Alpentäler strömen.;B) Ja, Talwinde entstehen, weil Luftmassen aus dem Flachland in Richtung des höheren Drucks (Hitzehoch) in die Alpentäler strömen.;C) Nein, Talwinde können nur entstehen, weil die aufsteigenden Luftmassen (Thermik) ersetzt werden müssen und dazu die Luft aus dem Flachland in die Täler strömt.;D) Keine Antwort ist richtig;1;0;Alpines Wetter, Talwind;
6) Wie kann sich eine kräftige nordöstliche Höhenströmung auf den Talwind in einem NO-SW verlaufenden Alpental, wie etwa dem Inntal, auswirken?;A) Gar nicht. Talwinde sind von der Höhenströmung immer vollständig abgekoppelt.;B) Die Höhenströmung kann zu einer deutlichen Verstärkung des Talwindes führen.;C) Die Höhenströmung kann den Talwind spürbar bremsen.;D) Die Höhenströmung kann zu einer Umkehrung der üblichen Strömungsrichtung des Talwindes führen.;2;0;Alpines Wetter, Talwind;
7) Ostlagen sind im Alpenbereich und den Mittelgebirgen häufig geprägt durch sehr turbulente Flugbedingungen. Wie ist das zu erklären?;A) Weil die meisten Fluggebiet nach Westen ausgerichtet sind und sich die Flieger somit im Lee befinden.;B) Weil bei Ostlagen warme, labile Luftmassen herangeführt werden und es rasch zu Überentwicklungen und Gewittern kommt.;C) Trockene, kühle Festlandsluft, die einen großen Temperaturgradienten aufweist, bewirkt markante Thermikausbildung, die durch relativ hohe Windgeschwindigkeit zerrissen und turbulent wird.;D) Das ist eines der meteorologischen Phänomene, für die bisher noch keine Erklärung gefunden worden ist.;3;0;Alpines Wetter, Talwind;
8) Abbildung 33: Streckenflug in den bayerischen Alpen, Flugrichtung 270°. Der Talwind weht aus 360° in die Gebirgstäler hinein. Welche Aussage ist richtig?;A) Der Talwind kann an den tiefer gelegenen sonnenbeschienenen Südflanken ausgeprägte und sehr turbulente Leegebiete schaffen.;B) Die südliche Höhenströmung schwächt den Talwind auch in tiefer gelegenen Luftschichten sehr wirksam ab.;C) Zu dieser Tageszeit (später Nachmittag) ist damit zu rechnen, dass der Talwind bereits eingeschlafen ist.;D) Direkt am Alpenrand, wie hier, ist grundsätzlich nicht mit stärkerer Talwindentwicklung zu rechnen.;1;33;Alpines Wetter, Talwind;
9) Abbildung 33: Streckenflug in den bayerischen Alpen, Flugrichtung 270°. Der Talwind weht aus 360° in die Gebirgstäler hinein Welche Aussage ist richtig?;A) Höhenwind aus südlicher Richtung. Kammbereiche stets an ihrer Südseite anfliegen.;B) Der Talwind weht aus Nord. Kammbereiche stets an ihrer Nordseite anfliegen.;C) Die Richtung des Höhenwindes ist nicht erkennbar. Anflug der Kammbereiche aus allen Richtungen unbedenklich, da keine Leegefahr.;D) Höhenwind aus südlicher Richtung, Talwind aus Nord. Vorsicht, Windscherung mit starken Turbulenzen im Kammbereich möglich, beim Anflug sorgfältiger Windcheck nötig.;4;33;Alpines Wetter, Talwind;
1) Wo findet großräumiges Aufsteigen von Luftmassen statt?;A) Im Hochdruckgebiet;B) Über der Absinkinversion;C) In Hoch- und Tiefdruckgebieten;D) In Tiefdruckgebieten;4;0;Fronten, Hoch und Tief 1;
2) Wie werden ein Tiefdruckgebiet und ein Hochdruckgebiet auf der Nordhalbkugel umströmt?;A) Tief im Uhrzeigersinn, Hoch gegen Uhrzeigersinn;B) Je nach Wetterlage verschiedene Drehrichtungen;C) Nur in der Höhe im Uhrzeigersinn;D) Tief gegen den Uhrzeigersinn, Hoch im Uhrzeigersinn;4;0;Fronten, Hoch und Tief 1;
3) Was ist ein Zwischenhoch?;A) Ein warmes Hoch zwischen zwei ortsfesten Zyklonen;B) Der Warmsektor einer in voller Entwicklung befindlichen Zyklone;C) Der hohe Luftdruck auf der Luvseite eines Gebirges;D) Relativ hoher Druck zwischen Tiefdruckgebieten;4;0;Fronten, Hoch und Tief 1;
4) Das allmähliche Dichterwerden von Cirrus-Wolken deutet im Allgemeinen die Annäherung einer;A) Kaltfront an;B) Warmfront an;C) Okklusion mit Kaltfrontcharakter an;D) Instabilitätslinie an;2;0;Fronten, Hoch und Tief 1;
5) Wie verändert sich der Luftdruck beim Durchzug der Fronten der Idealzyklone? Vor der Warmfront, hinter der Warmfront, hinter der Kaltfront;A) fallend, gleichbleibend, stark steigend;B) fallend, steigend, fallend;C) steigend, fallend, gleichbleibend;D) gleichbleibend, fallend, stark steigend;1;0;Fronten, Hoch und Tief 1;
6) Wie bewegen sich im Bereich einer Warmfront Warm- und Kaltluft zueinander?;A) Warmluft wird durch Kaltluft unterwandert;B) Kaltluft wird durch Warmluft unterwandert;C) Kaltluft gleitet auf Warmluft auf;D) Warmluft gleitet auf kältere Luft auf;4;0;Fronten, Hoch und Tief 1;
7) Über einem Beobachter sind die ersten Wolken eines beginnenden Wolkenaufzuges (Cs, As) zu sehen. Wie weit ist die zugehörige Warmfront noch von ihm entfernt?;A) 40 - 60 km;B) 60 - 80 km;C) 100 - 120 km;D) 400 - 800 km;4;0;Fronten, Hoch und Tief 1;
8) Welche Wolkengattungen sind typisch für Warmfrontbewölkung?;A) Ci, Cc, Ns, Cb;B) Cc, Ac, Cu, Cb;C) Ci, Cs, As, Ns;D) Cc, Sc, St, Ns;3;0;Fronten, Hoch und Tief 1;
9) Welche Wettererscheinungen sind für eine heranziehende Warmfront der Idealzyklone typisch?;A) Wolkenaufzug, absinkende Wolkenuntergrenze, schauerartige Niederschläge, gute Sichtverhältnisse;B) Wolkenaufzug mit Ci, Cs, As und Landregen aus Ns, außerhalb des Niederschlags gute Sicht, böiger Nordwestwind;C) Wolkenaufzug und Wolkenverdichtung, absinkende Wolkenuntergrenze, einsetzender Dauerniederschlag, auffrischender Wind um Südwest;D) Bewölkungsaufzug Ci, Cs, Ac, St, Sc und eingelagerte Cb;3;0;Fronten, Hoch und Tief 1;
10) Was ist von einer Wetterlage zu halten, wenn sich aus einer Richtung mehr und mehr dichte Cirren vor die Sonne schieben?;A) Es handelt sich um Kondensationsstreifen hochfliegender Düsenjets. Sie beeinflussen das Flugwetter nicht.;B) Die Thermik verschlechtert sich, da die Cirren die Einstrahlung unterbinden. Es nähert sich wahrscheinlich eine Warmfront.;C) Es muss innerhalb der nächsten Stunde mit stark auffrischendem Wind und Niederschlag gerechnet werden;D) Cirren haben keinen Einfluss auf die Thermikentwicklung.;2;0;Fronten, Hoch und Tief 1;
11) Wie nennt man den Teil einer Zyklone zwischen Warm- und Kaltfront?;A) Warmsektor;B) Zwischenhoch;C) Rückseite;D) Vorderseite;1;0;Fronten, Hoch und Tief 1;
1) Welche Formulierung beschreibt den Okklusionsvorgang richtig?;A) Eine Warmfront holt die voraus laufende Kaltfront ein und vereinigt sich mit ihr.;B) Eine Kaltfront vereinigt sich mit der zugehörigen Böenlinie.;C) Die Tiefdruckgebiete einer Zyklonenfamilie vereinigen sich mit der Mutterzyklone.;D) Eine Kaltfront holt die voraus laufende Warmfront ein, wobei die Warmluft vom Boden abgehoben wird.;4;0;Fronten, Hoch und Tief 2;
2) An welcher Front sind normalerweise länger anhaltende Niederschläge zu erwarten? An;A) einer Okklusion;B) einer Kaltfront;C) einer Warmfront;D) allen Fronten;3;0;Fronten, Hoch und Tief 2;
3) Mit welcher Bewölkung und welchem Wetter kann man in der Regel nach Durchzug einer Kaltfront rechnen?;A) Auflockernde Bewölkung und Übergang zu Cu-Bewölkung mit noch einzelnen Schauern;B) Nimbostratusbewölkung, aber kein Niederschlag mehr;C) Wolkenauflösung und Nebelbildung;D) Übergang zu Cu- und Cb-Bewölkung mit länger andauernden Niederschlägen;1;0;Fronten, Hoch und Tief 2;
4) Wovon hängt die Bezeichnung einer Luftmasse ab?;A) Von den beiden Luftmassen, aus denen sie durch Mischung hervorgegangen ist;B) Vom Ursprungsort und dem Weg, den sie zurückgelegt hat;C) Nur vom Weg, den sie seit ihrer Entstehung zurückgelegt hat;D) Nur von dem Gebiet, wo sie entstanden ist;2;0;Fronten, Hoch und Tief 2;
5) Absinkbewegungen in einem sommerlichen Hochdruckgebiet sind gekennzeichnet durch;A) Erwärmung, Inversionsauflösung, Wolkenauflösung;B) Inversionsbildung, Abkühlung, Wolkenbildung;C) Erwärmung, Inversionsbildung, Wolkenauflösung;D) Wolkenauflösung, Abkühlung, Inversionsauflösung;3;0;Fronten, Hoch und Tief 2;
6) Welche Schlechtwetterverhältnisse sind für ein winterliches Hochdruckgebiet charakteristisch?;A) Nebel, Hochnebel, gelegentlich geringer Niederschlag;B) Horizontal ausgedehnte Bewölkung mit Dauerregen;C) Schlechte Sicht durch Dauerschneefall;D) Vertikal mächtige Wolken mit tiefen Untergrenzen;1;0;Fronten, Hoch und Tief 2;
7) Warum findet man in stationären Hochdruckgebieten oft heiteres Wetter? Weil;A) bei hohem Luftdruck sich durch Erwärmung keine Wolken bilden können;B) sich im Hoch eine Absinkinversion auflöst;C) sich durch Sonneneinstrahlung alle Wolken auflösen;D) im Hoch ein Absinken mit Wolkenauflösung vorherrscht;4;0;Fronten, Hoch und Tief 2;
8) Was versteht man meteorologisch unter Rückseitenwetter? Wetter;A) hinter einen Hochdruckkeil;B) hinter einer Warmfront;C) auf der windabgewandten Seite eines Gebirges;D) hinter einer Kaltfront;4;0;Fronten, Hoch und Tief 2;
9) Welche der folgenden Wettererscheinungen tritt häufig im Sommer an Kaltfronten auf?;A) Landregen;B) Gewitterschauer;C) Nebel;D) Nieselregen;2;0;Fronten, Hoch und Tief 2;
10) In Hamburg beträgt der Bodenwind 060°/10 kt. Welcher Wind ist bei normalen Verhältnissen in etwa 1000m Höhe zu erwarten und wo etwa liegt das Hochdruckgebiet?;A) 150°/30 kt, im Süden;B) 360°/20 kt, im Osten;C) 090° /20 kt, im Norden;D) 060°/10 kt, im Westen;3;0;Fronten, Hoch und Tief 2;
11) Beim Überqueren eines Gebirges wird die Wetterwirksamkeit einer Front;A) nicht beeinflusst;B) im Lee verstärkt und im Luv abgeschwächt;C) im Lee abgeschwächt und im Luv verstärkt;D) zu beiden Seiten in der Nähe des Gebirgskammes verstärkt;3;0;Fronten, Hoch und Tief 2;
12) Was versteht man unter Nordstau an den Alpen?;A) Tiefe Hochnebelschichten im Alpenvorland bei einer winterlichen Hochdruckwetterlage mit Kern über den Alpen;B) Tiefe Bewölkung beim Auftreten von Gewittern über den Alpen;C) Tiefe, an den Berghängen meist aufliegende Bewölkung bei Zustrom feuchter Luft aus nördlichen Richtungen;D) Raschen Durchzug von Warm- und Kaltfronten von West;3;0;Fronten, Hoch und Tief 2;
1) Die Endpunkte der gedachten Erdachse werden bezeichnet als;A) Nordpol und magnetischer Nordpol;B) geographischer Nordpol und geographischer Südpol;C) magnetischer Nordpol und Südpol;D) Äquator-Halbkugel;2;0;Grundlagen;
2) Wie groß ist der Erdumfang am Äquator?;A) 21.600 km;B) Ungefähr 41.077 km;C) Ungefähr 40.000 km;D) Ungefähr 24.000 km;3;0;Grundlagen;
3) Welche Aussage ist richtig?;A) Die Erde bewegt sich einmal im Winter und einmal im Sommer um die Sonne;B) Die Erde bewegt sich nicht, sie hat eine feste Position, d.h. die Sonne dreht sich um die Erde;C) Die Erde bewegt sich einmal im Jahr um die Sonne;D) Die Erde bewegt sich einmal am Tag um die Sonne;3;0;Grundlagen;
4) Die Erde dreht sich;A) um die eigene Achse von Osten nach Westen;B) mit der Sonne von Osten nach Westen;C) um die eigene Achse von Westen nach Osten;D) um die sogenannten Sonnenwendepunkte;3;0;Grundlagen;
5) Die Erdbahn ist;A) ein konzentrischer Kreis um die Sonne;B) eine Ellipse, wobei die Sonne in einem der beiden Brennpunkte steht;C) eine Ellipse, in der die Sonne an verschiedenen Punkten steht;D) eine Kreisbahn, bei der die Sonne außerhalb dieser Bahn steht;2;0;Grundlagen;
6) Die Jahreszeiten auf der Erde werden hervorgerufen durch;A) die ungleiche Bewegung der Erde um die Sonne;B) Temperaturunterschiede im Weltraum;C) die Umlaufbahn der Erde um die Sonne;D) die Neigung der Erdachse;4;0;Grundlagen;
7) Wie groß ist der Zeitunterschied, wenn die Sonne von einem Beobachtungspunkt aus um 5° weitergerückt ist ?;A) 1 Stunde;B) 30 Minuten;C) 20 Minuten;D) 4 Minuten;3;0;Grundlagen;
8) Wie bezeichnet man den Winkel zwischen der geographischen und der magnetischen Nordrichtung?;A) Deviation;B) Variation;C) Inklination;D) Konvergenz;2;0;Grundlagen;
9) In Stuttgart ist genau SS. In München ist zur gleichen Zeit;A) bereits nach SS;B) SR;C) noch vor SS;D) auch genau SS;1;0;Grundlagen;
10) Die Äquatorlänge der Erde beträgt ca.;A) 20.000 NM;B) 40.000 km;C) 40.000 NM;D) 4.000 NM;2;0;Grundlagen;
11) Welchen Umfang und Durchmesser hat unsere Erde?;A) 44.000km Umfang - 20.000km Durchmesser;B) 46.000km Umfang - 22.000km Durchmesser;C) 40.000km Umfang - 12.500km Durchmesser;D) 30.000km Umfang - 7.000 km Durchmesser;3;0;Grundlagen;
12) In welcher Richtung steht die Sonne bei mitteleuropäischer Sommerzeit in Deutschland um 13:00 Uhr?;A) ca. 150 Grad;B) ca. 240 Grad;C) ca. 210 Grad;D) ca. 180 Grad;4;0;Grundlagen;
1) Unter welchem Winkel wird der Äquator von allen Meridianen geschnitten?;A) 60 Grad;B) 90 Grad;C) 45 Grad;D) 180 Grad;2;0;Das Koordinatensystem der Erde 1;
2) Der Äquator ist ein Großkreis. Er;A) teilt die Erde in eine westliche und eine östliche Halbkugel;B) gibt an, wie schnell sich die Erde dreht;C) teilt die Erde in eine südliche und eine nördliche Halbkugel. Seine Ebene liegt parallel zur Erdachse;D) teilt die Erde in eine südliche und eine nördliche Halbkugel. Seine Ebene steht genau senkrecht zur Erdachse.;4;0;Das Koordinatensystem der Erde 1;
3) Die Meridiane des Gradnetzes der Erde;A) verlaufen parallel zum Äquator;B) haben überall den gleichen Abstand voneinander;C) sind alle gleich groß (Großkreise);D) geben Auskunft über die geographische Breite einen Ortes auf der Erde;3;0;Das Koordinatensystem der Erde 1;
4) Die geographische Breite eines Ortes entspricht dem Abstand in;A) Längengraden vom Nullmeridian;B) Breitengraden vom Nordpol;C) Kilometern vom Äquator;D) Breitengraden vom Äquator;4;0;Das Koordinatensystem der Erde 1;
